title,authors,summary,comment,journal_ref,doi,entry_id,updated,published,primary_category,categories,links,pdf_url
Scalable Hierarchical Clustering with Tree Grafting,"['Nicholas Monath', 'Ari Kobren', 'Akshay Krishnamurthy', 'Michael Glass', 'Andrew McCallum']","We introduce Grinch, a new algorithm for large-scale, non-greedy hierarchical
clustering with general linkage functions that compute arbitrary similarity
between two point sets. The key components of Grinch are its rotate and graft
subroutines that efficiently reconfigure the hierarchy as new points arrive,
supporting discovery of clusters with complex structure. Grinch is motivated by
a new notion of separability for clustering with linkage functions: we prove
that when the model is consistent with a ground-truth clustering, Grinch is
guaranteed to produce a cluster tree containing the ground-truth, independent
of data arrival order. Our empirical results on benchmark and author
coreference datasets (with standard and learned linkage functions) show that
Grinch is more accurate than other scalable methods, and orders of magnitude
faster than hierarchical agglomerative clustering.","23 pages (appendix included), published at KDD 2019",,10.1145/3292500.3330929,http://arxiv.org/abs/2001.00076v1,2019-12-31 20:56:15+00:00,2019-12-31 20:56:15+00:00,cs.LG,"['cs.LG', 'cs.DS', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1145/3292500.3330929', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00076v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00076v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00076v1
Avoiding Spurious Local Minima in Deep Quadratic Networks,"['Abbas Kazemipour', 'Brett W. Larsen', 'Shaul Druckmann']","Despite their practical success, a theoretical understanding of the loss
landscape of neural networks has proven challenging due to the
high-dimensional, non-convex, and highly nonlinear structure of such models. In
this paper, we characterize the training landscape of the mean squared error
loss for neural networks with quadratic activation functions. We prove
existence of spurious local minima and saddle points which can be escaped
easily with probability one when the number of neurons is greater than or equal
to the input dimension and the norm of the training samples is used as a
regressor. We prove that deep overparameterized neural networks with quadratic
activations benefit from similar nice landscape properties. Our theoretical
results are independent of data distribution and fill the existing gap in
theory for two-layer quadratic neural networks. Finally, we empirically
demonstrate convergence to a global minimum for these problems.","36 pages; added deep network experiments, results for population loss",,,http://arxiv.org/abs/2001.00098v2,2020-07-20 00:40:15+00:00,2019-12-31 22:31:11+00:00,cs.LG,"['cs.LG', 'math.OC', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00098v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00098v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00098v2
PAC Confidence Sets for Deep Neural Networks via Calibrated Prediction,"['Sangdon Park', 'Osbert Bastani', 'Nikolai Matni', 'Insup Lee']","We propose an algorithm combining calibrated prediction and generalization
bounds from learning theory to construct confidence sets for deep neural
networks with PAC guarantees---i.e., the confidence set for a given input
contains the true label with high probability. We demonstrate how our approach
can be used to construct PAC confidence sets on ResNet for ImageNet, a visual
object tracking model, and a dynamics model for the half-cheetah reinforcement
learning problem.",Accepted to ICLR 2020,,,http://arxiv.org/abs/2001.00106v2,2020-02-15 19:50:39+00:00,2019-12-31 23:02:01+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00106v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00106v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00106v2
Long-Term Visitation Value for Deep Exploration in Sparse Reward Reinforcement Learning,"['Simone Parisi', 'Davide Tateo', 'Maximilian Hensel', ""Carlo D'Eramo"", 'Jan Peters', 'Joni Pajarinen']","Reinforcement learning with sparse rewards is still an open challenge.
Classic methods rely on getting feedback via extrinsic rewards to train the
agent, and in situations where this occurs very rarely the agent learns slowly
or cannot learn at all. Similarly, if the agent receives also rewards that
create suboptimal modes of the objective function, it will likely prematurely
stop exploring. More recent methods add auxiliary intrinsic rewards to
encourage exploration. However, auxiliary rewards lead to a non-stationary
target for the Q-function. In this paper, we present a novel approach that (1)
plans exploration actions far into the future by using a long-term visitation
count, and (2) decouples exploration and exploitation by learning a separate
function assessing the exploration value of the actions. Contrary to existing
methods which use models of reward and dynamics, our approach is off-policy and
model-free. We further propose new tabular environments for benchmarking
exploration in reinforcement learning. Empirical results on classic and novel
benchmarks show that the proposed approach outperforms existing methods in
environments with sparse rewards, especially in the presence of rewards that
create suboptimal modes of the objective function. Results also suggest that
our approach scales gracefully with the size of the environment. Source code is
available at https://github.com/sparisi/visit-value-explore",,"Algorithms 2022, 15(3), 81",10.3390/a15030081,http://arxiv.org/abs/2001.00119v2,2022-03-03 06:51:10+00:00,2020-01-01 01:01:15+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.3390/a15030081', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00119v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00119v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00119v2
Reinforcement Learning with Goal-Distance Gradient,"['Kai Jiang', 'XiaoLong Qin']","Reinforcement learning usually uses the feedback rewards of environmental to
train agents. But the rewards in the actual environment are sparse, and even
some environments will not rewards. Most of the current methods are difficult
to get good performance in sparse reward or non-reward environments. Although
using shaped rewards is effective when solving sparse reward tasks, it is
limited to specific problems and learning is also susceptible to local optima.
We propose a model-free method that does not rely on environmental rewards to
solve the problem of sparse rewards in the general environment. Our method use
the minimum number of transitions between states as the distance to replace the
rewards of environmental, and proposes a goal-distance gradient to achieve
policy improvement. We also introduce a bridge point planning method based on
the characteristics of our method to improve exploration efficiency, thereby
solving more complex tasks. Experiments show that our method performs better on
sparse reward and local optimal problems in complex environments than previous
work.",,,,http://arxiv.org/abs/2001.00127v2,2020-01-10 12:26:33+00:00,2020-01-01 02:37:34+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00127v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00127v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00127v2
PatDNN: Achieving Real-Time DNN Execution on Mobile Devices with Pattern-based Weight Pruning,"['Wei Niu', 'Xiaolong Ma', 'Sheng Lin', 'Shihao Wang', 'Xuehai Qian', 'Xue Lin', 'Yanzhi Wang', 'Bin Ren']","With the emergence of a spectrum of high-end mobile devices, many
applications that formerly required desktop-level computation capability are
being transferred to these devices. However, executing the inference of Deep
Neural Networks (DNNs) is still challenging considering high computation and
storage demands, specifically, if real-time performance with high accuracy is
needed. Weight pruning of DNNs is proposed, but existing schemes represent two
extremes in the design space: non-structured pruning is fine-grained, accurate,
but not hardware friendly; structured pruning is coarse-grained,
hardware-efficient, but with higher accuracy loss. In this paper, we introduce
a new dimension, fine-grained pruning patterns inside the coarse-grained
structures, revealing a previously unknown point in design space. With the
higher accuracy enabled by fine-grained pruning patterns, the unique insight is
to use the compiler to re-gain and guarantee high hardware efficiency. In other
words, our method achieves the best of both worlds, and is desirable across
theory/algorithm, compiler, and hardware levels. The proposed PatDNN is an
end-to-end framework to efficiently execute DNN on mobile devices with the help
of a novel model compression technique (pattern-based pruning based on extended
ADMM solution framework) and a set of thorough architecture-aware compiler- and
code generation-based optimizations (filter kernel reordering, compressed
weight storage, register load redundancy elimination, and parameter
auto-tuning). Evaluation results demonstrate that PatDNN outperforms three
state-of-the-art end-to-end DNN frameworks, TensorFlow Lite, TVM, and Alibaba
Mobile Neural Network with speedup up to 44.5x, 11.4x, and 7.1x, respectively,
with no accuracy compromise. Real-time inference of representative large-scale
DNNs (e.g., VGG-16, ResNet-50) can be achieved using mobile devices.","To be published in the Proceedings of Twenty-Fifth International
  Conference on Architectural Support for Programming Languages and Operating
  Systems (ASPLOS 20)",,10.1145/3373376.3378534,http://arxiv.org/abs/2001.00138v4,2020-01-22 04:13:06+00:00,2020-01-01 04:52:07+00:00,cs.LG,"['cs.LG', 'cs.CV', 'cs.DC']","[arxiv.Result.Link('http://dx.doi.org/10.1145/3373376.3378534', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00138v4', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00138v4', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00138v4
Dual Adversarial Domain Adaptation,"['Yuntao Du', 'Zhiwen Tan', 'Qian Chen', 'Xiaowen Zhang', 'Yirong Yao', 'Chongjun Wang']","Unsupervised domain adaptation aims at transferring knowledge from the
labeled source domain to the unlabeled target domain. Previous adversarial
domain adaptation methods mostly adopt the discriminator with binary or
$K$-dimensional output to perform marginal or conditional alignment
independently. Recent experiments have shown that when the discriminator is
provided with domain information in both domains and label information in the
source domain, it is able to preserve the complex multimodal information and
high semantic information in both domains. Following this idea, we adopt a
discriminator with $2K$-dimensional output to perform both domain-level and
class-level alignments simultaneously in a single discriminator. However, a
single discriminator can not capture all the useful information across domains
and the relationships between the examples and the decision boundary are rarely
explored before. Inspired by multi-view learning and latest advances in domain
adaptation, besides the adversarial process between the discriminator and the
feature extractor, we also design a novel mechanism to make two discriminators
pit against each other, so that they can provide diverse information for each
other and avoid generating target features outside the support of the source
domain. To the best of our knowledge, it is the first time to explore a dual
adversarial strategy in domain adaptation. Moreover, we also use the
semi-supervised learning regularization to make the representations more
discriminative. Comprehensive experiments on two real-world datasets verify
that our method outperforms several state-of-the-art domain adaptation methods.",,,,http://arxiv.org/abs/2001.00153v1,2020-01-01 07:10:09+00:00,2020-01-01 07:10:09+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00153v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00153v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00153v1
Ensemble emotion recognizing with multiple modal physiological signals,"['Jing Zhang', 'Yong Zhang', 'Suhua Zhan', 'Cheng Cheng']","Physiological signals that provide the objective repression of human
affective states are attracted increasing attention in the emotion recognition
field. However, the single signal is difficult to obtain completely and
accurately description for emotion. Multiple physiological signals fusing
models, building the uniform classification model by means of consistent and
complementary information from different emotions to improve recognition
performance. Original fusing models usually choose the particular
classification method to recognition, which is ignoring different distribution
of multiple signals. Aiming above problems, in this work, we propose an emotion
classification model through multiple modal physiological signals for different
emotions. Features are extracted from EEG, EMG, EOG signals for characterizing
emotional state on valence and arousal levels. For characterization, four bands
filtering theta, beta, alpha, gamma for signal preprocessing are adopted and
three Hjorth parameters are computing as features. To improve classification
performance, an ensemble classifier is built. Experiments are conducted on the
benchmark DEAP datasets. For the two-class task, the best result on arousal is
94.42\%, the best result on valence is 94.02\%, respectively. For the
four-class task, the highest average classification accuracy is 90.74, and it
shows good stability. The influence of different peripheral physiological
signals for results is also analyzed in this paper.",under review for Multimedia tools and applications,,,http://arxiv.org/abs/2001.00191v1,2020-01-01 11:44:43+00:00,2020-01-01 11:44:43+00:00,cs.LG,"['cs.LG', 'eess.SP', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00191v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00191v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00191v1
Histogram Layers for Texture Analysis,"['Joshua Peeples', 'Weihuang Xu', 'Alina Zare']","An essential aspect of texture analysis is the extraction of features that
describe the distribution of values in local, spatial regions. We present a
localized histogram layer for artificial neural networks. Instead of computing
global histograms as done previously, the proposed histogram layer directly
computes the local, spatial distribution of features for texture analysis and
parameters for the layer are estimated during backpropagation. We compare our
method with state-of-the-art texture encoding methods such as the Deep Encoding
Network Pooling, Deep Texture Encoding Network, Fisher Vector convolutional
neural network, and Multi-level Texture Encoding and Representation on three
material/texture datasets: (1) the Describable Texture Dataset; (2) an
extension of the ground terrain in outdoor scenes; (3) and a subset of the
Materials in Context dataset. Results indicate that the inclusion of the
proposed histogram layer improves performance. The source code for the
histogram layer is publicly available:
https://github.com/GatorSense/Histogram_Layer.","13 pages, 8 figures; Accepted to IEEE Transactions on Artificial
  Intelligence",,10.1109/TAI.2021.3135804,http://arxiv.org/abs/2001.00215v12,2021-12-28 17:15:01+00:00,2020-01-01 14:41:54+00:00,cs.LG,"['cs.LG', 'cs.CV', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1109/TAI.2021.3135804', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00215v12', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00215v12', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00215v12
Lossless Compression of Deep Neural Networks,"['Thiago Serra', 'Abhinav Kumar', 'Srikumar Ramalingam']","Deep neural networks have been successful in many predictive modeling tasks,
such as image and language recognition, where large neural networks are often
used to obtain good accuracy. Consequently, it is challenging to deploy these
networks under limited computational resources, such as in mobile devices. In
this work, we introduce an algorithm that removes units and layers of a neural
network while not changing the output that is produced, which thus implies a
lossless compression. This algorithm, which we denote as LEO (Lossless
Expressiveness Optimization), relies on Mixed-Integer Linear Programming (MILP)
to identify Rectified Linear Units (ReLUs) with linear behavior over the input
domain. By using L1 regularization to induce such behavior, we can benefit from
training over a larger architecture than we would later use in the environment
where the trained neural network is deployed.",CPAIOR 2020 (to appear),,,http://arxiv.org/abs/2001.00218v3,2020-02-22 16:09:43+00:00,2020-01-01 15:04:43+00:00,cs.LG,"['cs.LG', 'cs.DS', 'math.OC', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00218v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00218v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00218v3
Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,"['Sungryull Sohn', 'Hyunjae Woo', 'Jongwook Choi', 'Honglak Lee']","We propose and address a novel few-shot RL problem, where a task is
characterized by a subtask graph which describes a set of subtasks and their
dependencies that are unknown to the agent. The agent needs to quickly adapt to
the task over few episodes during adaptation phase to maximize the return in
the test phase. Instead of directly learning a meta-policy, we develop a
Meta-learner with Subtask Graph Inference(MSGI), which infers the latent
parameter of the task by interacting with the environment and maximizes the
return given the latent parameter. To facilitate learning, we adopt an
intrinsic reward inspired by upper confidence bound (UCB) that encourages
efficient exploration. Our experiment results on two grid-world domains and
StarCraft II environments show that the proposed method is able to accurately
infer the latent task parameter, and to adapt more efficiently than existing
meta RL and hierarchical RL methods.",Published in ICLR 2020,,,http://arxiv.org/abs/2001.00248v2,2020-04-14 01:44:03+00:00,2020-01-01 17:34:00+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00248v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00248v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00248v2
A Comprehensive and Modularized Statistical Framework for Gradient Norm Equality in Deep Neural Networks,"['Zhaodong Chen', 'Lei Deng', 'Bangyan Wang', 'Guoqi Li', 'Yuan Xie']","In recent years, plenty of metrics have been proposed to identify networks
that are free of gradient explosion and vanishing. However, due to the
diversity of network components and complex serial-parallel hybrid connections
in modern DNNs, the evaluation of existing metrics usually requires strong
assumptions, complex statistical analysis, or has limited application fields,
which constraints their spread in the community. In this paper, inspired by the
Gradient Norm Equality and dynamical isometry, we first propose a novel metric
called Block Dynamical Isometry, which measures the change of gradient norm in
individual block. Because our Block Dynamical Isometry is norm-based, its
evaluation needs weaker assumptions compared with the original dynamical
isometry. To mitigate the challenging derivation, we propose a highly
modularized statistical framework based on free probability. Our framework
includes several key theorems to handle complex serial-parallel hybrid
connections and a library to cover the diversity of network components.
Besides, several sufficient prerequisites are provided. Powered by our metric
and framework, we analyze extensive initialization, normalization, and network
structures. We find that Gradient Norm Equality is a universal philosophy
behind them. Then, we improve some existing methods based on our analysis,
including an activation function selection strategy for initialization
techniques, a new configuration for weight normalization, and a depth-aware way
to derive coefficients in SeLU. Moreover, we propose a novel normalization
technique named second moment normalization, which is theoretically 30% faster
than batch normalization without accuracy loss. Last but not least, our
conclusions and methods are evidenced by extensive experiments on multiple
models over CIFAR10 and ImageNet.",Under review as a regular paper in TPAMI,"IEEE Transactions on Pattern Analysis and Machine Intelligence
  2020",10.1109/TPAMI.2020.3010201,http://arxiv.org/abs/2001.00254v1,2020-01-01 17:56:49+00:00,2020-01-01 17:56:49+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1109/TPAMI.2020.3010201', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00254v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00254v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00254v1
Fast Estimation of Information Theoretic Learning Descriptors using Explicit Inner Product Spaces,"['Kan Li', 'Jose C. Principe']","Kernel methods form a theoretically-grounded, powerful and versatile
framework to solve nonlinear problems in signal processing and machine
learning. The standard approach relies on the \emph{kernel trick} to perform
pairwise evaluations of a kernel function, leading to scalability issues for
large datasets due to its linear and superlinear growth with respect to the
training data. Recently, we proposed \emph{no-trick} (NT) kernel adaptive
filtering (KAF) that leverages explicit feature space mappings using
data-independent basis with constant complexity. The inner product defined by
the feature mapping corresponds to a positive-definite finite-rank kernel that
induces a finite-dimensional reproducing kernel Hilbert space (RKHS).
Information theoretic learning (ITL) is a framework where information theory
descriptors based on non-parametric estimator of Renyi entropy replace
conventional second-order statistics for the design of adaptive systems. An
RKHS for ITL defined on a space of probability density functions simplifies
statistical inference for supervised or unsupervised learning. ITL criteria
take into account the higher-order statistical behavior of the systems and
signals as desired. However, this comes at a cost of increased computational
complexity. In this paper, we extend the NT kernel concept to ITL for improved
information extraction from the signal without compromising scalability.
Specifically, we focus on a family of fast, scalable, and accurate estimators
for ITL using explicit inner product space (EIPS) kernels. We demonstrate the
superior performance of EIPS-ITL estimators and combined NT-KAF using EIPS-ITL
cost functions through experiments.","10 pages, 3 figures, 2 tables. arXiv admin note: text overlap with
  arXiv:1912.04530",,,http://arxiv.org/abs/2001.00265v1,2020-01-01 20:21:12+00:00,2020-01-01 20:21:12+00:00,cs.LG,"['cs.LG', 'cs.IT', 'math.IT', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00265v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00265v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00265v1
Options of Interest: Temporal Abstraction with Interest Functions,"['Khimya Khetarpal', 'Martin Klissarov', 'Maxime Chevalier-Boisvert', 'Pierre-Luc Bacon', 'Doina Precup']","Temporal abstraction refers to the ability of an agent to use behaviours of
controllers which act for a limited, variable amount of time. The options
framework describes such behaviours as consisting of a subset of states in
which they can initiate, an internal policy and a stochastic termination
condition. However, much of the subsequent work on option discovery has ignored
the initiation set, because of difficulty in learning it from data. We provide
a generalization of initiation sets suitable for general function
approximation, by defining an interest function associated with an option. We
derive a gradient-based learning algorithm for interest functions, leading to a
new interest-option-critic architecture. We investigate how interest functions
can be leveraged to learn interpretable and reusable temporal abstractions. We
demonstrate the efficacy of the proposed approach through quantitative and
qualitative results, in both discrete and continuous environments.","To appear in Proceedings of the Thirty-Fourth AAAI Conference on
  Artificial Intelligence (AAAI-20)",,,http://arxiv.org/abs/2001.00271v1,2020-01-01 21:24:39+00:00,2020-01-01 21:24:39+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00271v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00271v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00271v1
Motivic clustering schemes for directed graphs,"['Facundo Mémoli', 'Guilherme Vituri F. Pinto']","Motivated by the concept of network motifs we construct certain clustering
methods (functors) which are parametrized by a given collection of motifs (or
representers).",23 pages,,,http://arxiv.org/abs/2001.00278v2,2020-01-06 16:37:03+00:00,2020-01-01 23:30:00+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00278v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00278v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00278v2
Online Similarity Learning with Feedback for Invoice Line Item Matching,"['Chandresh Kumar Maurya', 'Neelamadhav Gantayat', 'Sampath Dechu', 'Tomas Horvath']","The procure to pay process (P2P) in large enterprises is a back-end business
process which deals with the procurement of products and services for
enterprise operations. Procurement is done by issuing purchase orders to
impaneled vendors and invoices submitted by vendors are paid after they go
through a rigorous validation process. Agents orchestrating P2P process often
encounter the problem of matching a product or service descriptions in the
invoice to those in purchase order and verify if the ordered items are what
have been supplied or serviced. For example, the description in the invoice and
purchase order could be TRES 739mL CD KER Smooth and TRES 0.739L CD KER Smth
which look different at word level but refer to the same item. In a typical P2P
process, agents are asked to manually select the products which are similar
before invoices are posted for payment. This step in the business process is
manual, repetitive, cumbersome, and costly. Since descriptions are not
well-formed sentences, we cannot apply existing semantic and syntactic text
similarity approaches directly. In this paper, we present two approaches to
solve the above problem using various types of available agent's recorded
feedback data. If the agent's feedback is in the form of a relative ranking
between descriptions, we use similarity ranking algorithm. If the agent's
feedback is absolute such as match or no-match, we use classification
similarity algorithm. We also present the threats to the validity of our
approach and present a possible remedy making use of product taxonomy and
catalog. We showcase the comparative effectiveness and efficiency of the
proposed approaches over many benchmarks and real-world data sets.",,"published as workshop paper in AAAI workshop on intelligent
  processing automation, 2020",,http://arxiv.org/abs/2001.00288v2,2020-02-14 14:26:30+00:00,2020-01-02 01:28:56+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00288v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00288v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00288v2
Deep Learning for Learning Graph Representations,"['Wenwu Zhu', 'Xin Wang', 'Peng Cui']","Mining graph data has become a popular research topic in computer science and
has been widely studied in both academia and industry given the increasing
amount of network data in the recent years. However, the huge amount of network
data has posed great challenges for efficient analysis. This motivates the
advent of graph representation which maps the graph into a low-dimension vector
space, keeping original graph structure and supporting graph inference. The
investigation on efficient representation of a graph has profound theoretical
significance and important realistic meaning, we therefore introduce some basic
ideas in graph representation/network embedding as well as some representative
models in this chapter.","51 pages, 8 figures",,10.1007/978-3-030-31756-0_6,http://arxiv.org/abs/2001.00293v1,2020-01-02 02:13:28+00:00,2020-01-02 02:13:28+00:00,cs.LG,"['cs.LG', 'cs.IR', 'cs.SI', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1007/978-3-030-31756-0_6', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00293v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00293v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00293v1
ATHENA: A Framework based on Diverse Weak Defenses for Building Adversarial Defense,"['Ying Meng', 'Jianhai Su', ""Jason O'Kane"", 'Pooyan Jamshidi']","There has been extensive research on developing defense techniques against
adversarial attacks; however, they have been mainly designed for specific model
families or application domains, therefore, they cannot be easily extended.
Based on the design philosophy of ensemble of diverse weak defenses, we propose
ATHENA---a flexible and extensible framework for building generic yet effective
defenses against adversarial attacks. We have conducted a comprehensive
empirical study to evaluate several realizations of ATHENA with four threat
models including zero-knowledge, black-box, gray-box, and white-box. We also
explain (i) why diversity matters, (ii) the generality of the defense
framework, and (iii) the overhead costs incurred by ATHENA.","18 pages, 32 figures",,,http://arxiv.org/abs/2001.00308v2,2020-10-16 21:11:24+00:00,2020-01-02 03:20:57+00:00,cs.LG,"['cs.LG', 'cs.CR', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2001.00308v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00308v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00308v2
On Consequentialism and Fairness,"['Dallas Card', 'Noah A. Smith']","Recent work on fairness in machine learning has primarily emphasized how to
define, quantify, and encourage ""fair"" outcomes. Less attention has been paid,
however, to the ethical foundations which underlie such efforts. Among the
ethical perspectives that should be taken into consideration is
consequentialism, the position that, roughly speaking, outcomes are all that
matter. Although consequentialism is not free from difficulties, and although
it does not necessarily provide a tractable way of choosing actions (because of
the combined problems of uncertainty, subjectivity, and aggregation), it
nevertheless provides a powerful foundation from which to critique the existing
literature on machine learning fairness. Moreover, it brings to the fore some
of the tradeoffs involved, including the problem of who counts, the pros and
cons of using a policy, and the relative value of the distant future. In this
paper we provide a consequentialist critique of common definitions of fairness
within machine learning, as well as a machine learning perspective on
consequentialism. We conclude with a broader discussion of the issues of
learning and randomization, which have important implications for the ethics of
automated decision making systems.",Updating to published version,"Front. Artif. Intell., 08 May 2020",10.3389/frai.2020.00034,http://arxiv.org/abs/2001.00329v2,2020-05-11 04:36:44+00:00,2020-01-02 05:39:48+00:00,cs.AI,"['cs.AI', 'cs.CY', 'cs.LG', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.3389/frai.2020.00034', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2001.00329v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2001.00329v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2001.00329v2
